student_id,gender,ethnicity,parent_education,lunch,test_preparation,math_score,reading_score,writing_score,sports_participation,absences,extra_classes,psychological_score,tech_access,internet_quality,daily_study_hours,social_activity_level,motivation_level
S1459,Male,Group A,High school,Standard,Completed,99,85,97,No,19,No,3,Yes,Poor,5.5,Low,3
S1460,Male,Group A,High school,Free/Reduced,None,95,37,56,Yes,28,Yes,2,No,Average,4.4,High,6
S1461,Female,Group D,Master's degree,Standard,Completed,82,35,88,Yes,14,Yes,1,Yes,Poor,1.4,Low,2
S1462,Female,Group B,Bachelor's degree,Free/Reduced,None,38,37,48,Yes,23,No,3,Yes,Good,1.9,Medium,9
S1463,Female,Group D,Some college,Standard,Completed,98,91,32,No,18,No,8,No,Average,2,Medium,1
S1464,Female,Group B,Associate degree,Free/Reduced,None,69,43,68,No,17,No,6,Yes,Good,5.8,High,5
S1465,Male,Group D,Master's degree,Standard,None,85,32,95,Yes,22,No,2,Yes,Good,5.4,Low,7
S1466,Male,Group D,High school,Standard,None,34,31,85,Yes,0,Yes,8,Yes,Good,2.4,High,10
S1467,Male,Group D,Associate degree,Standard,None,85,51,35,No,26,No,5,No,Average,3.1,Low,3
S1468,Male,Group A,High school,Standard,None,34,99,57,Yes,18,Yes,4,No,Good,2.1,High,2
S1469,Male,Group B,Some college,Free/Reduced,Completed,98,35,77,No,1,No,1,No,Average,4.6,Low,3
S1470,Female,Group D,Some college,Free/Reduced,Completed,81,79,77,Yes,4,No,1,Yes,Good,1.4,Low,7
S1471,Female,Group E,Master's degree,Standard,None,62,73,96,Yes,17,Yes,4,Yes,Poor,2.4,High,1
S1472,Male,Group E,Associate degree,Standard,None,51,37,83,No,15,Yes,9,Yes,Average,3.8,High,8
S1473,Female,Group A,Associate degree,Free/Reduced,None,44,53,45,Yes,9,No,10,No,Poor,5.3,High,3
S1474,Male,Group C,Some college,Standard,None,94,56,64,Yes,20,No,10,No,Poor,4,Low,5
S1475,Male,Group A,High school,Standard,None,52,82,59,No,28,Yes,6,Yes,Average,5.7,High,10
S1476,Male,Group C,Master's degree,Standard,Completed,35,80,77,No,2,No,1,No,Average,5.6,Low,5
S1477,Male,Group A,Bachelor's degree,Free/Reduced,None,87,57,98,Yes,24,Yes,8,No,Average,4.5,Medium,6
S1478,Male,Group E,Some college,Standard,Completed,55,88,37,No,9,Yes,9,Yes,Good,2,Medium,7
S1479,Female,Group D,Some college,Free/Reduced,None,41,98,80,No,24,No,2,Yes,Good,4.3,Low,1
S1480,Female,Group B,Master's degree,Free/Reduced,None,31,54,39,No,23,No,6,No,Poor,1.6,Low,6
S1481,Male,Group D,High school,Free/Reduced,Completed,61,73,57,Yes,12,Yes,7,No,Average,2.3,High,2
S1482,Male,Group E,Associate degree,Standard,None,79,76,65,Yes,20,Yes,1,No,Poor,4.7,Low,10
S1483,Female,Group B,Some college,Standard,None,90,42,89,Yes,9,Yes,5,Yes,Good,5.2,Low,3
S1484,Male,Group C,Master's degree,Standard,Completed,40,82,39,Yes,10,Yes,5,No,Poor,2.8,Medium,5
S1485,Male,Group C,Master's degree,Free/Reduced,Completed,97,82,43,Yes,6,Yes,3,Yes,Poor,3.4,High,1
S1486,Male,Group E,Master's degree,Standard,None,63,66,92,Yes,1,Yes,2,No,Average,2.6,High,7
S1487,Female,Group B,Associate degree,Standard,Completed,37,92,76,Yes,18,No,1,No,Average,3.1,Low,1
S1488,Male,Group D,Some college,Free/Reduced,None,37,95,98,No,27,No,6,Yes,Poor,3.3,High,8
S1489,Male,Group E,Master's degree,Free/Reduced,Completed,44,69,85,No,26,Yes,7,Yes,Good,4.3,Medium,6
S1490,Female,Group C,Associate degree,Free/Reduced,None,34,90,35,Yes,17,No,2,No,Poor,4.6,Medium,1
S1491,Male,Group E,High school,Standard,Completed,48,35,48,Yes,25,Yes,2,No,Good,5.9,Medium,7
S1492,Male,Group D,Bachelor's degree,Standard,None,38,54,81,No,10,Yes,5,Yes,Poor,2.9,Low,10
S1493,Female,Group A,Some college,Standard,Completed,86,75,91,Yes,16,Yes,5,No,Poor,1,Low,3
S1494,Female,Group A,Associate degree,Free/Reduced,Completed,83,60,78,Yes,2,No,3,Yes,Average,4.3,Medium,7
S1495,Male,Group D,Bachelor's degree,Standard,None,58,92,40,Yes,19,No,3,Yes,Poor,3.2,Medium,8
S1496,Female,Group B,Bachelor's degree,Free/Reduced,None,48,97,75,No,11,Yes,1,No,Good,5.1,High,10
S1497,Male,Group E,Associate degree,Standard,None,75,68,98,No,24,Yes,3,Yes,Poor,1.3,High,3
S1498,Male,Group D,Associate degree,Standard,Completed,91,65,74,No,27,No,9,Yes,Poor,4,High,5
S1499,Female,Group A,Associate degree,Standard,None,89,36,87,Yes,1,No,2,No,Good,3,High,10
S1500,Male,Group C,Master's degree,Standard,None,34,95,61,No,24,Yes,1,No,Poor,2.8,Medium,2
S1501,Female,Group D,High school,Standard,Completed,62,84,39,No,0,Yes,9,No,Poor,3.6,High,2
S1502,Female,Group D,Master's degree,Free/Reduced,Completed,84,71,42,Yes,8,No,5,No,Poor,4.3,Medium,1
S1503,Female,Group D,Bachelor's degree,Free/Reduced,None,48,56,42,Yes,21,No,8,No,Poor,5.2,Medium,3
S1504,Male,Group A,Bachelor's degree,Standard,None,46,31,65,Yes,23,Yes,4,No,Good,1.8,Low,4
S1505,Female,Group A,Bachelor's degree,Standard,Completed,71,99,48,Yes,18,Yes,8,No,Good,2.1,High,3
S1506,Male,Group D,Associate degree,Free/Reduced,Completed,51,33,36,No,7,Yes,5,No,Good,3.5,Medium,8
S1507,Female,Group D,Some college,Standard,None,68,50,44,No,26,Yes,6,No,Good,2.4,Low,1
S1508,Female,Group B,Master's degree,Free/Reduced,Completed,56,30,75,Yes,8,Yes,6,Yes,Poor,3.6,Low,5
S1509,Male,Group C,Some college,Standard,Completed,75,67,77,Yes,6,Yes,6,No,Good,1.6,Medium,7
S1510,Male,Group E,High school,Standard,None,57,89,95,Yes,3,No,2,Yes,Poor,2.2,Medium,9
S1511,Female,Group E,High school,Free/Reduced,None,81,43,33,Yes,21,No,10,No,Average,2.3,High,1
S1512,Male,Group E,Master's degree,Free/Reduced,None,94,46,32,Yes,15,No,10,No,Poor,6,High,9
S1513,Male,Group A,Bachelor's degree,Standard,Completed,68,76,32,No,5,Yes,9,Yes,Poor,5.2,Medium,9
S1514,Female,Group A,High school,Free/Reduced,None,47,85,98,Yes,17,Yes,7,Yes,Good,5.1,Medium,4
S1515,Female,Group B,Some college,Free/Reduced,Completed,51,82,57,No,1,No,3,Yes,Good,3.3,Low,10
S1516,Male,Group A,Some college,Standard,Completed,97,47,52,Yes,10,No,2,Yes,Good,3.1,Low,5
S1517,Female,Group D,Associate degree,Standard,Completed,40,98,59,No,4,Yes,4,No,Average,0.9,Low,6
S1518,Female,Group C,Bachelor's degree,Standard,Completed,93,77,91,Yes,16,No,8,No,Poor,1.6,Low,4
S1519,Female,Group C,Associate degree,Standard,None,86,38,80,Yes,4,No,9,No,Average,5.4,Low,6
S1520,Male,Group C,Master's degree,Free/Reduced,Completed,64,83,70,No,25,Yes,10,No,Poor,3.4,High,5
S1521,Male,Group C,High school,Standard,None,66,64,93,No,2,No,2,No,Poor,5.9,Low,3
S1522,Male,Group E,Associate degree,Standard,Completed,79,75,72,No,18,No,6,No,Average,3.8,Medium,3
S1523,Female,Group E,Associate degree,Free/Reduced,Completed,59,30,87,No,7,No,8,Yes,Average,2.6,High,9
S1524,Male,Group D,Master's degree,Free/Reduced,None,46,70,88,No,10,Yes,3,No,Poor,2,Low,5
S1525,Female,Group B,Some college,Standard,None,62,61,69,No,2,Yes,9,Yes,Average,5.6,Low,3
S1526,Female,Group A,Some college,Standard,None,45,69,75,No,2,No,4,No,Good,2.5,Low,8
S1527,Female,Group A,Master's degree,Free/Reduced,None,44,40,91,No,0,No,5,No,Poor,1.3,Medium,8
S1528,Female,Group E,Some college,Standard,None,42,91,78,Yes,29,Yes,7,Yes,Good,2,Low,3
S1529,Male,Group C,Master's degree,Free/Reduced,None,32,75,52,Yes,23,Yes,5,No,Average,4.1,Medium,7
S1530,Female,Group D,Some college,Free/Reduced,Completed,53,77,73,Yes,12,Yes,4,No,Good,1.2,Medium,9
S1531,Female,Group B,Master's degree,Free/Reduced,None,52,72,73,No,29,Yes,4,Yes,Average,1,Low,3
S1532,Male,Group E,Some college,Standard,Completed,88,80,48,No,9,Yes,5,Yes,Good,3,Low,8
S1533,Female,Group D,Associate degree,Standard,Completed,84,90,73,Yes,25,No,3,No,Average,1,High,1
S1534,Male,Group D,Associate degree,Free/Reduced,None,94,71,40,No,5,Yes,9,Yes,Poor,2.7,High,3
S1535,Male,Group E,Some college,Standard,Completed,61,55,89,Yes,10,No,2,Yes,Poor,2.3,High,4
S1536,Male,Group D,Master's degree,Free/Reduced,Completed,89,40,67,No,7,No,7,Yes,Poor,2.7,Medium,3
S1537,Female,Group C,Associate degree,Standard,None,59,54,32,No,18,Yes,4,No,Poor,3.2,Low,9
S1538,Male,Group D,High school,Standard,None,95,69,45,No,29,Yes,8,Yes,Average,1.5,High,10
S1539,Female,Group B,Some college,Free/Reduced,Completed,47,54,38,No,10,Yes,7,No,Good,2.9,Medium,5
S1540,Male,Group D,High school,Standard,None,88,81,70,Yes,5,No,8,Yes,Poor,2.5,High,3
S1541,Male,Group A,High school,Standard,None,82,32,67,Yes,11,Yes,4,Yes,Average,4.9,High,3
S1542,Male,Group D,Bachelor's degree,Standard,Completed,93,68,98,Yes,17,No,2,Yes,Average,4.3,Low,2
S1543,Male,Group E,High school,Free/Reduced,None,59,64,94,No,2,Yes,7,Yes,Poor,5.3,Low,10
S1544,Female,Group A,High school,Standard,None,47,69,64,Yes,12,No,9,No,Poor,4.2,Medium,6
S1545,Female,Group E,Bachelor's degree,Free/Reduced,None,34,51,64,Yes,3,No,6,No,Average,1.2,Low,9
S1546,Male,Group B,Bachelor's degree,Standard,Completed,98,91,77,Yes,8,Yes,7,No,Good,3.3,High,7
S1547,Male,Group C,Bachelor's degree,Standard,Completed,37,48,37,Yes,15,Yes,6,Yes,Average,4.6,Medium,2
S1548,Male,Group B,Master's degree,Standard,None,38,43,56,Yes,11,No,2,Yes,Poor,5.1,Medium,9
S1549,Female,Group A,Bachelor's degree,Free/Reduced,None,61,79,38,Yes,19,No,9,Yes,Poor,1.5,Medium,3
S1550,Male,Group C,Master's degree,Free/Reduced,None,43,91,59,No,6,Yes,5,No,Poor,1.7,Medium,7
S1551,Male,Group D,Some college,Free/Reduced,Completed,42,72,43,No,11,No,3,Yes,Good,5.2,Low,10
S1552,Female,Group A,Master's degree,Standard,Completed,47,84,52,No,7,No,4,Yes,Good,3.2,High,7
S1553,Male,Group C,Some college,Standard,None,97,69,58,No,20,Yes,4,No,Good,3,Low,4
S1554,Male,Group E,Bachelor's degree,Standard,None,51,41,55,Yes,14,Yes,9,Yes,Average,3.2,Low,4
S1555,Male,Group C,Bachelor's degree,Free/Reduced,Completed,49,94,44,Yes,1,No,5,No,Average,1.5,Medium,2
S1556,Male,Group E,Some college,Standard,None,44,63,96,No,10,No,2,No,Good,4,Low,2
S1557,Female,Group E,Associate degree,Standard,None,36,52,45,Yes,23,Yes,6,No,Good,4.9,Low,2
S1558,Female,Group C,Master's degree,Free/Reduced,Completed,59,36,42,Yes,20,Yes,7,Yes,Poor,5.1,High,5
S1559,Female,Group B,High school,Standard,None,34,94,53,Yes,4,Yes,8,Yes,Poor,0.7,Medium,3
S1560,Male,Group B,Bachelor's degree,Free/Reduced,None,30,47,91,No,22,No,5,Yes,Average,4.4,Low,10
S1561,Male,Group E,Master's degree,Standard,Completed,89,37,86,Yes,5,Yes,8,No,Good,1,Medium,7
S1562,Female,Group A,Master's degree,Standard,None,60,71,65,No,18,No,8,Yes,Good,5.8,High,7
S1563,Male,Group C,Bachelor's degree,Standard,Completed,49,30,89,No,29,Yes,4,No,Average,3.2,Low,6
S1564,Male,Group A,Some college,Standard,Completed,93,44,51,Yes,13,Yes,7,No,Good,4.8,High,8
S1565,Female,Group B,Bachelor's degree,Standard,Completed,93,57,32,No,6,No,9,Yes,Poor,3.9,High,4
S1566,Female,Group A,Master's degree,Free/Reduced,None,58,65,65,No,11,Yes,10,Yes,Good,5.7,Medium,9
S1567,Male,Group D,Associate degree,Standard,None,39,75,65,No,29,No,4,No,Average,5.9,Medium,10
S1568,Female,Group D,Some college,Standard,None,58,50,39,No,16,Yes,9,No,Average,2,Medium,10
S1569,Male,Group B,Bachelor's degree,Free/Reduced,None,60,78,50,No,3,Yes,4,Yes,Good,3.2,Low,5
S1570,Female,Group A,High school,Free/Reduced,Completed,59,68,78,Yes,19,Yes,1,Yes,Average,3.3,Medium,4
S1571,Female,Group C,Bachelor's degree,Free/Reduced,Completed,54,67,38,Yes,21,Yes,4,No,Poor,1.5,Low,3
S1572,Male,Group B,Master's degree,Standard,Completed,87,38,81,No,21,Yes,2,No,Poor,5.5,High,9
S1573,Male,Group D,Master's degree,Free/Reduced,None,86,49,77,No,9,No,6,Yes,Poor,2.4,Medium,4
S1574,Female,Group B,High school,Free/Reduced,Completed,92,37,89,No,23,No,8,No,Good,1,High,9
S1575,Male,Group A,Some college,Free/Reduced,Completed,66,43,79,No,27,No,6,Yes,Average,1.3,Medium,1
S1576,Male,Group A,Master's degree,Free/Reduced,None,87,91,68,No,0,Yes,9,Yes,Poor,3.3,High,5
S1577,Male,Group A,Some college,Standard,None,57,64,45,No,28,Yes,6,No,Average,5.3,Low,1
S1578,Female,Group E,Some college,Free/Reduced,Completed,56,84,57,No,22,Yes,7,No,Average,4,High,9
S1579,Male,Group A,Bachelor's degree,Free/Reduced,None,99,74,35,Yes,29,Yes,5,Yes,Average,1.7,Low,7
S1580,Male,Group D,Some college,Standard,None,66,50,90,No,3,No,8,No,Poor,2.1,Medium,10
S1581,Female,Group D,Master's degree,Standard,None,35,82,35,Yes,12,No,2,Yes,Average,5.9,Medium,9
S1582,Female,Group E,Master's degree,Free/Reduced,Completed,91,83,95,Yes,5,Yes,2,No,Poor,0.8,Medium,5
S1583,Female,Group D,Associate degree,Standard,Completed,62,72,69,No,25,No,8,No,Poor,6,Low,10
S1584,Female,Group D,Some college,Free/Reduced,Completed,69,35,91,Yes,14,Yes,6,No,Poor,5.5,Medium,9
S1585,Male,Group B,Associate degree,Standard,Completed,70,84,57,No,13,Yes,2,No,Good,4.2,Low,4
S1586,Male,Group A,Bachelor's degree,Standard,Completed,71,73,76,Yes,24,Yes,6,Yes,Average,5.7,Low,3
S1587,Female,Group B,Associate degree,Free/Reduced,Completed,38,97,38,Yes,2,No,8,Yes,Good,1.3,High,2
S1588,Female,Group B,Some college,Standard,Completed,47,33,81,No,23,Yes,6,Yes,Good,5.7,Medium,4
S1589,Male,Group D,Master's degree,Standard,Completed,44,92,44,Yes,18,No,9,No,Good,1.7,High,3
S1590,Male,Group C,Bachelor's degree,Free/Reduced,None,33,87,63,Yes,5,No,6,Yes,Good,3.5,Low,9
S1591,Female,Group A,Some college,Free/Reduced,None,63,83,49,Yes,1,Yes,3,No,Poor,3.2,High,8
S1592,Male,Group C,Bachelor's degree,Standard,Completed,91,67,89,Yes,8,No,9,No,Poor,3.3,Medium,1
S1593,Male,Group D,High school,Standard,None,67,89,87,No,29,Yes,10,Yes,Average,2,Low,2
S1594,Female,Group E,Some college,Free/Reduced,None,52,81,96,Yes,12,No,5,Yes,Average,4.8,High,3
S1595,Female,Group B,High school,Standard,Completed,49,58,31,No,17,Yes,6,No,Poor,4.6,Medium,6
S1596,Female,Group D,Associate degree,Free/Reduced,Completed,85,69,79,No,11,Yes,4,No,Average,5.7,Medium,5
S1597,Female,Group D,Some college,Standard,Completed,82,37,43,No,20,Yes,3,No,Average,3.3,High,5
S1598,Male,Group C,High school,Standard,None,31,64,85,No,21,Yes,10,No,Good,3.5,Low,6
S1599,Female,Group E,Master's degree,Free/Reduced,None,50,45,98,Yes,3,Yes,5,No,Good,5.5,Medium,8
S1600,Male,Group B,Associate degree,Free/Reduced,Completed,71,47,73,Yes,27,No,3,No,Good,5.6,Low,1
S1601,Male,Group E,Some college,Standard,Completed,86,88,75,Yes,22,Yes,2,Yes,Good,4.1,Medium,5
S1602,Male,Group E,Some college,Standard,None,78,63,35,Yes,28,Yes,6,Yes,Good,5,Low,6
S1603,Female,Group E,Master's degree,Standard,Completed,39,33,37,No,6,No,8,No,Poor,3.3,Low,10
S1604,Male,Group A,Master's degree,Standard,Completed,90,98,68,No,11,Yes,3,Yes,Good,2.6,Medium,6
S1605,Female,Group E,High school,Free/Reduced,None,50,94,73,Yes,22,Yes,6,Yes,Good,5.3,High,9
S1606,Female,Group D,High school,Standard,None,89,90,56,No,10,No,9,Yes,Poor,4.8,High,10
S1607,Female,Group A,High school,Standard,Completed,42,75,45,No,6,Yes,1,Yes,Good,1.8,High,7
S1608,Male,Group A,Bachelor's degree,Free/Reduced,None,77,50,68,No,28,No,3,Yes,Average,0.8,Low,4
S1609,Female,Group E,Associate degree,Free/Reduced,None,69,67,30,No,25,No,2,Yes,Poor,3.6,High,7
S1610,Female,Group D,Some college,Free/Reduced,Completed,92,89,80,No,26,No,8,Yes,Average,5.1,High,7
S1611,Male,Group B,Associate degree,Standard,Completed,38,65,92,No,9,Yes,9,Yes,Average,1.9,Medium,6
S1612,Female,Group E,Master's degree,Free/Reduced,Completed,86,35,62,No,8,No,10,No,Poor,4.7,Low,8
S1613,Male,Group A,Associate degree,Free/Reduced,Completed,80,68,79,No,1,Yes,6,Yes,Poor,2.8,High,8
S1614,Male,Group B,Associate degree,Standard,Completed,69,58,83,No,4,No,3,No,Good,2.3,Medium,10
S1615,Female,Group B,High school,Free/Reduced,Completed,93,56,56,Yes,9,No,10,Yes,Poor,1.5,Low,6
S1616,Female,Group A,Master's degree,Free/Reduced,Completed,99,98,48,Yes,24,No,8,No,Poor,5.6,Medium,2
S1617,Female,Group B,Associate degree,Standard,None,93,38,57,No,27,Yes,10,No,Good,1.7,High,5
S1618,Female,Group D,Some college,Free/Reduced,Completed,54,53,52,Yes,28,No,7,Yes,Good,2,Low,1
S1619,Male,Group D,High school,Standard,None,57,92,93,No,13,Yes,2,No,Poor,2.3,Low,10
S1620,Female,Group E,Associate degree,Free/Reduced,Completed,39,48,68,No,26,No,7,Yes,Good,2.1,High,10
S1621,Female,Group E,Master's degree,Free/Reduced,Completed,57,59,78,Yes,15,No,1,Yes,Good,1.4,Medium,10
S1622,Male,Group B,Some college,Free/Reduced,Completed,65,87,88,Yes,26,Yes,8,Yes,Good,2.4,Low,9
S1623,Female,Group A,Master's degree,Standard,Completed,40,69,49,No,1,No,5,Yes,Average,3.1,Low,4
S1624,Female,Group D,Master's degree,Free/Reduced,Completed,50,97,90,No,18,No,9,No,Good,3.5,Low,1
S1625,Female,Group C,Master's degree,Free/Reduced,Completed,55,61,38,Yes,22,Yes,3,Yes,Average,1.4,High,3
S1626,Female,Group E,Bachelor's degree,Free/Reduced,None,47,94,52,No,8,Yes,7,No,Poor,4.8,Medium,10
S1627,Female,Group D,Some college,Free/Reduced,Completed,97,63,36,Yes,13,No,8,No,Average,2.2,High,2
S1628,Male,Group B,Master's degree,Standard,Completed,70,60,60,No,14,No,1,Yes,Average,5.5,Low,9
S1629,Female,Group D,Bachelor's degree,Free/Reduced,Completed,44,88,89,No,18,No,6,No,Average,2.3,Medium,7
S1630,Male,Group D,High school,Free/Reduced,None,52,55,90,Yes,25,Yes,2,No,Average,5.2,Medium,10
S1631,Male,Group B,Bachelor's degree,Free/Reduced,None,70,51,55,No,7,Yes,8,No,Average,2.4,High,10
S1632,Male,Group E,High school,Free/Reduced,Completed,35,63,83,Yes,26,No,6,Yes,Average,3.3,High,6
S1633,Male,Group E,Bachelor's degree,Standard,Completed,89,42,60,No,14,Yes,3,No,Poor,2.5,Low,4
S1634,Female,Group C,Master's degree,Standard,Completed,81,84,70,Yes,7,Yes,4,Yes,Poor,2.6,High,4
S1635,Female,Group C,Bachelor's degree,Standard,Completed,38,37,57,No,27,No,7,Yes,Poor,3.9,High,7
S1636,Male,Group E,Bachelor's degree,Free/Reduced,Completed,59,91,35,Yes,3,Yes,9,Yes,Average,4.3,High,8
S1637,Female,Group E,Master's degree,Standard,None,73,51,63,Yes,26,Yes,10,Yes,Good,5.3,High,4
S1638,Female,Group E,High school,Standard,Completed,91,85,38,Yes,28,Yes,2,No,Average,3.6,High,7
S1639,Male,Group E,Master's degree,Standard,None,72,50,41,Yes,5,Yes,9,No,Poor,1.7,Low,3
S1640,Female,Group D,Some college,Free/Reduced,None,57,78,45,Yes,10,Yes,6,No,Average,5.9,Medium,9
S1641,Male,Group C,Bachelor's degree,Free/Reduced,Completed,37,35,60,Yes,11,No,2,Yes,Poor,4.3,High,3
S1642,Male,Group B,Some college,Standard,None,80,64,62,No,23,Yes,8,Yes,Good,2.6,Medium,3
S1643,Female,Group A,Master's degree,Free/Reduced,Completed,59,56,36,Yes,27,Yes,4,Yes,Good,5.8,Medium,10
S1644,Female,Group B,Master's degree,Free/Reduced,None,40,69,32,No,8,Yes,8,No,Poor,5.8,High,2
S1645,Female,Group A,Associate degree,Free/Reduced,Completed,49,43,49,No,17,Yes,7,Yes,Poor,0.9,High,3
S1646,Male,Group D,Some college,Standard,Completed,60,81,34,Yes,16,No,7,No,Average,0.6,Medium,8
S1647,Male,Group C,Associate degree,Free/Reduced,Completed,63,69,96,No,20,No,7,No,Average,0.7,Low,2
S1648,Female,Group A,Some college,Free/Reduced,Completed,41,72,67,No,25,Yes,2,Yes,Average,4.3,Medium,1
S1649,Male,Group E,Associate degree,Standard,None,77,87,85,Yes,2,No,8,Yes,Good,4.4,Low,5
S1650,Female,Group D,Associate degree,Free/Reduced,None,57,32,52,Yes,26,Yes,2,No,Good,4.5,Medium,8
S1651,Female,Group A,Some college,Free/Reduced,None,96,44,31,Yes,12,No,3,No,Good,4,High,6
S1652,Female,Group E,Master's degree,Standard,Completed,92,74,50,Yes,5,Yes,10,Yes,Average,2.1,Low,2
S1653,Female,Group D,High school,Standard,Completed,77,40,43,No,27,Yes,7,Yes,Poor,1.4,Medium,9
S1654,Male,Group A,Master's degree,Free/Reduced,None,71,68,91,Yes,13,No,7,Yes,Poor,5.6,Low,4
S1655,Female,Group E,High school,Free/Reduced,Completed,81,48,40,Yes,26,Yes,7,Yes,Average,5.5,High,3
S1656,Male,Group C,Some college,Free/Reduced,Completed,34,49,33,Yes,0,No,4,No,Average,1.8,Low,4
S1657,Male,Group D,Bachelor's degree,Standard,None,41,85,76,No,27,Yes,5,Yes,Poor,1.4,High,3
S1658,Male,Group A,Master's degree,Standard,Completed,88,33,49,No,26,No,7,No,Poor,2.6,High,8
S1659,Male,Group E,Associate degree,Free/Reduced,None,94,38,81,Yes,3,No,8,Yes,Good,0.8,Low,1
S1660,Male,Group C,Master's degree,Free/Reduced,Completed,81,54,45,Yes,21,No,3,Yes,Average,1.4,High,1
S1661,Male,Group E,Some college,Free/Reduced,Completed,72,76,74,Yes,17,No,6,No,Good,2.6,High,9
S1662,Female,Group C,Bachelor's degree,Free/Reduced,None,92,78,37,No,10,Yes,9,Yes,Good,1.8,High,7
S1663,Male,Group A,Bachelor's degree,Standard,None,79,56,91,No,10,Yes,10,No,Poor,4.6,Low,9
S1664,Female,Group E,Master's degree,Free/Reduced,None,68,57,50,No,7,No,5,Yes,Average,5.5,High,3
S1665,Male,Group E,Master's degree,Standard,None,71,91,93,No,3,Yes,4,No,Poor,5.5,Medium,3
S1666,Female,Group B,Master's degree,Standard,None,46,45,59,Yes,1,Yes,9,No,Good,3.8,High,2
S1667,Female,Group D,Some college,Standard,Completed,72,75,65,No,0,Yes,4,No,Average,4.4,Medium,2
S1668,Male,Group E,High school,Free/Reduced,None,78,75,34,Yes,23,No,3,Yes,Good,3.2,Low,9
S1669,Female,Group C,High school,Standard,Completed,34,69,67,Yes,9,No,7,No,Good,1.3,Medium,2
S1670,Female,Group D,Associate degree,Standard,Completed,30,63,48,Yes,16,Yes,5,No,Poor,4,High,4
S1671,Male,Group A,Some college,Free/Reduced,None,96,39,56,Yes,6,Yes,1,Yes,Average,2.4,High,4
S1672,Male,Group D,Bachelor's degree,Free/Reduced,None,53,30,42,No,6,No,8,No,Average,0.5,High,9
S1673,Male,Group B,Associate degree,Standard,Completed,58,95,38,Yes,12,Yes,1,No,Average,3.7,High,3
S1674,Male,Group A,Bachelor's degree,Free/Reduced,None,44,46,46,No,21,Yes,9,Yes,Average,1.6,High,10
S1675,Male,Group E,Bachelor's degree,Standard,None,33,76,73,No,23,Yes,1,Yes,Good,5.4,High,2
S1676,Male,Group A,Master's degree,Free/Reduced,Completed,73,53,74,No,25,No,4,Yes,Poor,5.6,Low,3
S1677,Male,Group A,Bachelor's degree,Standard,Completed,94,79,71,Yes,0,No,10,No,Average,1.4,High,9
S1678,Male,Group B,Bachelor's degree,Standard,None,60,58,80,Yes,27,No,4,No,Good,0.7,Medium,5
S1679,Female,Group C,Some college,Free/Reduced,Completed,49,42,87,Yes,0,Yes,9,No,Poor,0.5,Medium,5
S1680,Male,Group A,Master's degree,Free/Reduced,Completed,39,93,87,Yes,12,Yes,1,Yes,Poor,5.5,Medium,7
S1681,Female,Group C,Master's degree,Free/Reduced,Completed,40,57,59,Yes,0,Yes,10,Yes,Poor,1.3,Low,1
